,index,growLength,flowerTop,stemDiameter,leavesLength,leavesWidth,leavesNum,flowerPosition,fruitsPosition,fruitsNum,measDate,userId
0,2,35.7,21.5,10.18,39.2,28.6,17.0,11.7,1.7,5.0,2017-03-26 00:00:00,PF_0000227
1,3,26.4,1.9,5.25,39.2,28.4,15.0,27.7,21.3,64.0,2017-04-02 00:00:00,PF_0000227
2,4,14.0,10.5,6.66,42.0,28.0,20.0,2.8,8.0,93.0,2017-04-23 00:00:00,PF_0000227
3,5,8.0,9.0,8.8,41.0,24.0,18.0,2.4,8.0,87.0,2017-05-07 00:00:00,PF_0000227
4,6,0.1,11.0,2.98,29.0,22.0,18.0,0.6,7.0,103.0,2017-05-14 00:00:00,PF_0000227
5,7,0.0,13.0,5.66,32.0,24.0,22.0,0.4,8.0,87.0,2017-05-21 00:00:00,PF_0000227
6,8,20.0,3.0,7.05,37.0,24.0,21.0,0.0,5.0,49.0,2017-05-28 00:00:00,PF_0000227
7,9,1.0,1.0,6.77,40.0,30.0,18.0,0.0,5.0,59.0,2017-05-28 00:00:00,PF_0000227
8,10,7.0,6.0,3.66,35.0,25.0,23.0,0.0,5.0,49.0,2017-06-04 00:00:00,PF_0000227
9,11,32.4,13.1,6.7,36.2,29.8,13.0,6.2,2.0,6.0,2017-03-26 00:00:00,PF_0000227
10,12,22.7,32.0,9.28,36.0,25.0,15.0,0.8,5.0,74.0,2017-04-09 00:00:00,PF_0000227
11,13,20.0,18.0,8.64,35.6,23.0,20.0,1.7,4.8,92.0,2017-04-09 00:00:00,PF_0000227
12,14,21.0,12.0,7.97,37.0,22.0,19.0,1.4,6.0,94.0,2017-04-09 00:00:00,PF_0000227
13,15,26.0,13.0,7.16,32.0,22.0,22.0,9.0,7.0,85.0,2017-04-16 00:00:00,PF_0000227
14,16,1.0,2.5,4.42,39.0,24.0,21.0,2.0,8.0,83.0,2017-04-30 00:00:00,PF_0000227
15,17,2.0,1.0,5.15,41.0,31.0,16.0,0.4,8.0,101.0,2017-05-14 00:00:00,PF_0000227
16,18,0.0,1.0,5.87,30.0,21.0,21.0,0.2,7.0,68.0,2017-05-21 00:00:00,PF_0000227
17,19,15.0,26.0,3.51,39.0,31.0,21.0,0.0,4.0,42.0,2017-06-04 00:00:00,PF_0000227
18,20,26.3,3.6,6.92,35.6,28.3,16.0,31.0,22.0,66.0,2017-04-02 00:00:00,PF_0000227
19,21,22.1,6.3,6.32,38.4,28.9,16.0,41.0,30.0,90.0,2017-04-02 00:00:00,PF_0000227
20,22,24.0,14.0,7.5,27.0,20.0,21.0,7.8,5.8,103.0,2017-04-16 00:00:00,PF_0000227
21,23,4.0,8.0,5.87,34.0,22.0,19.0,1.0,9.0,97.0,2017-04-30 00:00:00,PF_0000227
22,24,1.0,3.0,7.36,31.0,19.0,19.0,1.0,7.0,94.0,2017-05-07 00:00:00,PF_0000227
23,25,21.1,3.6,6.53,40.6,31.1,17.0,30.7,23.7,71.0,2017-04-02 00:00:00,PF_0000227
24,26,20.0,26.0,9.01,41.0,30.0,19.0,7.6,6.4,59.0,2017-04-16 00:00:00,PF_0000227
25,27,12.6,5.0,5.5,36.7,24.0,17.0,2.0,9.0,86.0,2017-04-23 00:00:00,PF_0000227
26,28,10.0,13.0,7.41,33.0,18.0,20.0,1.0,8.0,106.0,2017-05-07 00:00:00,PF_0000227
27,29,0.0,14.0,5.65,34.0,25.0,19.0,0.0,6.0,52.0,2017-05-28 00:00:00,PF_0000227
28,30,0.0,0.0,7.09,38.0,29.0,16.0,0.0,4.0,27.0,2017-06-11 00:00:00,PF_0000227
29,31,21.0,22.5,8.68,38.5,25.0,17.0,9.0,8.0,82.0,2017-04-16 00:00:00,PF_0000227
30,32,20.6,1.5,3.64,31.0,19.0,19.0,2.4,10.0,126.0,2017-04-23 00:00:00,PF_0000227
31,33,4.0,22.0,3.9,37.0,26.0,16.0,0.0,7.0,76.0,2017-05-14 00:00:00,PF_0000227
32,34,0.1,3.0,5.09,33.0,21.0,19.0,0.2,8.0,97.0,2017-05-14 00:00:00,PF_0000227
33,35,3.0,25.2,7.49,34.0,23.0,17.0,0.0,6.0,72.0,2017-05-21 00:00:00,PF_0000227
34,36,6.0,30.0,4.55,32.0,22.0,24.0,0.0,4.0,26.0,2017-06-11 00:00:00,PF_0000227
35,37,31.1,23.2,11.61,37.3,25.1,12.0,12.7,1.7,5.0,2017-03-26 00:00:00,PF_0000227
36,38,0.0,2.0,7.72,31.0,21.0,22.0,0.0,5.0,41.0,2017-05-28 00:00:00,PF_0000227
37,39,8.0,8.0,3.46,32.0,23.0,23.0,0.0,4.0,23.0,2017-06-04 00:00:00,PF_0000227
38,40,25.0,0.0,4.45,41.0,30.0,25.0,0.0,4.0,41.0,2017-06-11 00:00:00,PF_0000227
39,41,229.0,8.2,7.65,34.9,19.5,21.0,12.7,1.7,5.0,2017-03-19 00:00:00,PF_0000227
40,42,239.0,15.1,9.91,36.3,33.5,21.0,14.3,1.3,4.0,2017-03-19 00:00:00,PF_0000227
41,43,34.3,16.2,8.41,34.6,21.4,11.0,8.7,1.3,4.0,2017-03-26 00:00:00,PF_0000227
42,44,25.3,6.7,7.5,32.6,16.0,16.0,1.5,6.8,69.0,2017-04-09 00:00:00,PF_0000227
43,45,8.0,1.0,4.89,43.0,31.0,17.0,2.0,7.0,69.0,2017-04-30 00:00:00,PF_0000227
44,46,0.0,1.0,6.97,39.0,32.0,16.0,0.4,7.0,81.0,2017-05-21 00:00:00,PF_0000227
45,47,23.0,20.0,5.66,32.0,19.0,22.0,1.0,5.0,30.0,2017-06-04 00:00:00,PF_0000227
46,48,17.0,2.0,3.26,35.0,22.0,21.0,2.2,10.0,112.0,2017-04-23 00:00:00,PF_0000227
47,49,13.0,14.0,4.31,35.0,23.0,18.0,2.0,9.0,112.0,2017-04-30 00:00:00,PF_0000227
48,50,3.0,11.0,7.37,37.0,25.0,18.0,1.0,8.0,92.0,2017-05-07 00:00:00,PF_0000227
49,51,7.0,14.0,5.71,33.0,23.0,23.0,0.0,6.0,39.0,2017-06-11 00:00:00,PF_0000227
50,2,13.5,29.0,11.75,49.0,48.0,6.0,5.76,3.63,5.0,2020-01-06 00:00:00,PF_0010019
51,3,27.0,26.0,11.62,44.0,28.0,7.0,22.9,20.34,35.0,2020-02-03 00:00:00,PF_0010019
52,4,20.0,13.0,9.0,38.0,29.0,10.0,23.42,21.14,41.0,2020-02-03 00:00:00,PF_0010019
53,5,22.0,12.0,6.83,37.0,21.0,17.0,16.13,71.18,157.0,2020-03-16 00:00:00,PF_0010019
54,6,22.0,8.5,5.99,33.0,19.0,20.0,23.27,84.1,182.0,2020-03-23 00:00:00,PF_0010019
55,7,29.5,19.0,7.63,33.0,20.0,17.0,11.05,73.91,139.0,2020-05-04 00:00:00,PF_0010019
56,8,25.5,28.0,8.29,38.0,28.0,18.0,11.42,62.58,116.0,2020-05-11 00:00:00,PF_0010019
57,9,14.0,8.0,6.96,35.0,22.0,20.0,5.55,34.43,119.0,2020-05-18 00:00:00,PF_0010019
58,10,0.0,3.0,2.75,12.5,8.0,8.0,0.1,0.0,0.0,2019-12-09 00:00:00,PF_0010019
59,11,13.0,5.0,4.71,27.0,18.0,8.0,1.09,0.0,0.0,2019-12-16 00:00:00,PF_0010019
60,12,13.5,11.0,5.0,28.5,17.5,8.0,1.33,1.5,0.0,2019-12-16 00:00:00,PF_0010019
61,13,20.5,40.5,13.11,51.0,41.0,8.0,10.54,11.21,20.0,2020-01-20 00:00:00,PF_0010019
62,14,23.5,18.0,10.27,37.0,22.0,10.0,15.97,29.22,74.0,2020-02-10 00:00:00,PF_0010019
63,15,22.0,11.0,8.0,25.0,18.0,11.0,10.23,21.63,43.0,2020-02-10 00:00:00,PF_0010019
64,16,16.0,33.5,12.43,50.0,42.0,11.0,10.89,41.05,78.0,2020-02-24 00:00:00,PF_0010019
65,17,26.5,11.5,7.03,32.0,20.0,21.0,16.24,84.29,133.0,2020-03-23 00:00:00,PF_0010019
66,18,20.0,14.0,8.94,43.0,25.0,13.0,16.92,73.73,115.0,2020-03-30 00:00:00,PF_0010019
67,19,21.0,6.0,4.67,20.5,13.0,19.0,16.57,84.3,136.0,2020-04-27 00:00:00,PF_0010019
68,20,22.0,55.0,4.39,16.0,13.0,20.0,16.28,84.39,119.0,2020-04-27 00:00:00,PF_0010019
69,21,29.5,14.5,6.99,30.0,17.0,20.0,11.04,74.09,132.0,2020-05-11 00:00:00,PF_0010019
70,22,14.5,39.5,7.42,36.0,29.0,8.0,2.62,2.75,6.0,2019-12-30 00:00:00,PF_0010019
71,23,25.0,31.0,13.41,51.0,44.0,9.0,16.38,16.7,28.0,2020-01-28 00:00:00,PF_0010019
72,24,14.0,30.5,10.66,46.0,38.0,11.0,10.83,40.62,101.0,2020-02-24 00:00:00,PF_0010019
73,25,27.0,20.0,10.18,43.0,23.5,15.0,16.48,59.21,103.0,2020-03-09 00:00:00,PF_0010019
74,26,24.0,22.0,9.77,42.0,28.0,17.0,18.93,62.11,118.0,2020-03-23 00:00:00,PF_0010019
75,27,20.5,20.5,9.43,40.0,25.0,17.0,23.87,61.5,130.0,2020-04-13 00:00:00,PF_0010019
76,28,23.5,9.5,5.59,39.5,17.0,16.0,10.53,71.63,145.0,2020-04-20 00:00:00,PF_0010019
77,29,25.5,20.0,7.87,34.0,20.5,19.0,11.07,74.23,112.0,2020-05-11 00:00:00,PF_0010019
78,30,8.5,21.0,8.87,41.0,34.0,20.0,2.74,44.71,119.0,2020-05-18 00:00:00,PF_0010019
79,31,2.5,20.0,8.85,39.0,37.0,21.0,3.8,44.79,110.0,2020-05-18 00:00:00,PF_0010019
80,32,0.0,13.5,7.38,42.0,39.0,14.0,1.0,44.85,103.0,2020-05-25 00:00:00,PF_0010019
81,33,15.0,15.0,7.8,39.5,31.0,8.0,1.25,1.67,2.0,2019-12-23 00:00:00,PF_0010019
82,34,16.0,25.5,6.83,35.0,27.0,8.0,2.42,2.8,4.0,2019-12-23 00:00:00,PF_0010019
83,35,16.5,30.0,11.74,47.0,44.0,5.0,5.88,3.88,7.0,2020-01-06 00:00:00,PF_0010019
84,36,16.0,24.5,9.47,45.5,43.0,5.0,6.17,6.08,10.0,2020-01-06 00:00:00,PF_0010019
85,37,22.5,21.0,11.44,51.0,48.0,8.0,10.48,8.53,14.0,2020-01-14 00:00:00,PF_0010019
86,38,25.5,36.0,14.47,56.0,58.0,9.0,16.17,14.65,32.0,2020-01-28 00:00:00,PF_0010019
87,39,23.0,28.0,10.26,46.0,41.0,8.0,10.64,16.93,30.0,2020-01-28 00:00:00,PF_0010019
88,40,28.0,22.0,11.23,52.0,32.0,8.0,23.09,20.91,34.0,2020-02-03 00:00:00,PF_0010019
89,41,18.5,27.5,10.73,53.0,58.0,8.0,14.08,29.19,58.0,2020-02-10 00:00:00,PF_0010019
90,42,33.5,11.0,6.93,33.0,21.5,14.0,16.04,38.32,67.0,2020-02-20 00:00:00,PF_0010019
91,43,32.5,18.0,8.64,42.0,26.0,17.0,17.35,59.28,146.0,2020-03-09 00:00:00,PF_0010019
92,44,18.5,27.0,9.61,44.0,36.0,13.0,19.12,51.3,112.0,2020-03-16 00:00:00,PF_0010019
93,45,26.0,19.0,9.25,39.0,24.0,16.0,17.04,71.23,139.0,2020-04-20 00:00:00,PF_0010019
94,46,21.0,15.5,8.35,35.0,21.0,20.0,16.92,71.62,140.0,2020-04-27 00:00:00,PF_0010019
95,47,26.0,10.5,7.78,33.0,20.5,18.0,17.33,70.04,124.0,2020-05-04 00:00:00,PF_0010019
96,48,0.0,16.0,9.17,43.0,35.0,13.0,1.0,35.93,108.0,2020-05-25 00:00:00,PF_0010019
97,49,0.0,16.0,6.47,39.0,33.0,14.0,0.92,27.75,114.0,2020-05-25 00:00:00,PF_0010019
98,50,16.0,22.5,7.04,34.0,26.0,9.0,2.22,2.5,1.0,2019-12-23 00:00:00,PF_0010019
99,51,13.5,36.0,8.21,40.0,37.0,9.0,2.33,2.5,2.0,2019-12-30 00:00:00,PF_0010019
100,52,15.5,21.0,11.27,47.0,42.0,6.0,5.86,3.82,9.0,2020-01-06 00:00:00,PF_0010019
101,53,18.0,22.5,13.36,52.0,49.0,9.0,10.38,8.53,14.0,2020-01-14 00:00:00,PF_0010019
102,54,26.0,24.0,11.02,48.0,36.0,8.0,16.88,14.6,34.0,2020-01-28 00:00:00,PF_0010019
103,55,26.0,16.0,8.89,42.0,25.0,7.0,16.27,21.22,38.0,2020-02-03 00:00:00,PF_0010019
104,56,11.0,20.5,10.21,46.0,39.0,9.0,10.63,40.71,85.0,2020-02-24 00:00:00,PF_0010019
105,57,24.0,16.0,9.37,42.0,25.0,14.0,16.52,48.29,87.0,2020-03-02 00:00:00,PF_0010019
106,58,31.0,13.5,8.5,43.0,24.0,15.0,23.53,59.33,118.0,2020-03-09 00:00:00,PF_0010019
107,59,21.0,8.0,5.49,23.0,14.5,15.0,22.88,84.14,126.0,2020-03-30 00:00:00,PF_0010019
108,60,17.0,15.5,8.48,34.0,28.0,10.0,11.08,75.04,145.0,2020-03-30 00:00:00,PF_0010019
109,61,21.5,24.0,9.53,42.0,29.0,14.0,16.99,73.99,164.0,2020-04-06 00:00:00,PF_0010019
110,62,24.5,16.0,7.88,37.0,26.0,12.0,11.02,61.92,141.0,2020-04-06 00:00:00,PF_0010019
111,63,22.0,11.0,6.72,30.0,16.0,15.0,10.84,61.97,124.0,2020-04-13 00:00:00,PF_0010019
112,64,24.0,14.5,7.98,35.0,20.5,19.0,18.98,71.61,150.0,2020-04-27 00:00:00,PF_0010019
113,65,27.5,4.0,3.57,14.0,11.0,20.0,16.53,59.46,116.0,2020-05-11 00:00:00,PF_0010019
114,66,0.0,2.3,2.61,14.2,9.0,8.0,0.0,0.0,0.0,2019-12-09 00:00:00,PF_0010019
115,67,16.0,31.0,8.44,40.0,34.0,8.0,2.4,2.67,4.0,2019-12-30 00:00:00,PF_0010019
116,68,21.5,13.0,9.63,41.0,26.0,11.0,16.32,29.47,62.0,2020-02-10 00:00:00,PF_0010019
117,69,35.5,17.0,8.24,40.0,27.0,12.0,10.33,38.48,109.0,2020-02-20 00:00:00,PF_0010019
118,70,12.5,20.0,10.23,47.0,34.0,11.0,10.6,38.42,72.0,2020-02-24 00:00:00,PF_0010019
119,71,27.0,13.5,8.11,42.0,23.0,17.0,23.34,71.34,124.0,2020-03-16 00:00:00,PF_0010019
120,72,23.5,24.0,9.95,40.0,34.0,14.0,16.91,61.78,131.0,2020-04-06 00:00:00,PF_0010019
121,73,23.5,9.5,5.59,29.5,17.0,16.0,10.53,71.63,145.0,2020-04-20 00:00:00,PF_0010019
122,74,27.5,8.0,4.48,23.0,14.0,18.0,17.7,71.33,122.0,2020-05-04 00:00:00,PF_0010019
123,75,30.0,6.0,4.87,16.0,12.0,18.0,16.48,71.49,111.0,2020-05-04 00:00:00,PF_0010019
124,76,14.5,40.0,7.55,44.5,40.0,9.0,2.55,2.67,4.0,2019-12-30 00:00:00,PF_0010019
125,77,18.0,39.0,14.12,57.0,59.0,9.0,10.69,11.28,22.0,2020-01-20 00:00:00,PF_0010019
126,78,32.5,12.0,7.89,37.0,24.0,13.0,16.21,37.73,64.0,2020-02-20 00:00:00,PF_0010019
127,79,19.0,28.5,11.71,45.0,31.0,13.0,10.4,48.53,86.0,2020-03-02 00:00:00,PF_0010019
128,80,20.0,8.5,6.18,28.0,15.0,15.0,16.51,71.37,133.0,2020-03-16 00:00:00,PF_0010019
129,81,20.0,20.0,9.54,40.0,27.0,16.0,24.12,73.74,154.0,2020-04-13 00:00:00,PF_0010019
130,82,0.0,2.5,2.7,10.7,8.0,7.0,0.0,0.0,0.0,2019-12-09 00:00:00,PF_0010019
131,83,0.0,2.0,2.09,10.4,8.3,8.0,0.0,0.0,0.0,2019-12-09 00:00:00,PF_0010019
132,84,16.5,10.0,5.23,29.5,19.0,9.0,1.11,0.0,0.0,2019-12-16 00:00:00,PF_0010019
133,85,19.5,13.5,9.59,48.0,32.0,8.0,10.43,8.35,14.0,2020-01-14 00:00:00,PF_0010019
134,86,21.0,17.0,10.26,48.5,37.0,8.0,10.73,8.49,16.0,2020-01-14 00:00:00,PF_0010019
135,87,18.0,30.0,11.86,52.0,46.0,8.0,10.97,12.22,23.0,2020-01-20 00:00:00,PF_0010019
136,88,19.0,34.5,10.95,51.0,49.0,8.0,6.0,11.28,23.0,2020-01-20 00:00:00,PF_0010019
137,89,33.5,17.5,9.1,42.0,26.0,12.0,10.43,38.51,72.0,2020-02-20 00:00:00,PF_0010019
138,90,26.5,23.5,9.65,43.0,34.5,14.0,16.49,48.14,123.0,2020-03-02 00:00:00,PF_0010019
139,91,22.0,21.5,10.42,45.0,34.0,11.0,16.67,48.08,100.0,2020-03-02 00:00:00,PF_0010019
140,92,31.5,12.0,9.37,34.0,21.0,17.0,23.33,59.21,102.0,2020-03-09 00:00:00,PF_0010019
141,93,30.5,30.5,9.71,43.0,31.0,16.0,14.31,72.11,132.0,2020-03-23 00:00:00,PF_0010019
