,fatrCode,facilityId,measDate,weeks,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num
42715,CI,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EI,80300,304.84,20200229,19,42724
42716,EO,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,NT,80300,0.0,20200229,19,42730
42717,SO,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,NT,80300,300.0,20200229,19,42729
42718,WD,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EO,80300,7.0,20200229,19,42728
42719,HE,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EO,80300,91.37,20200229,19,42727
42720,SI,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,NT,80300,20.0,20200229,19,42726
42721,TI,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EI,80300,14.64,20200229,19,42725
42722,WS,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EO,80300,0.73,20200229,19,42731
42723,RP,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EO,80300,0.0,20200229,19,42723
42724,TL,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,NT,80300,90.0,20200229,19,42721
42725,PO,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,NT,80300,0.0,20200229,19,42720
42726,PI,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,NT,80300,5.5,20200229,19,42719
42727,EI,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,NT,80300,2.9,20200229,19,42718
42728,HI,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EI,80300,92.44,20200229,19,42717
42729,PL,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EL,80300,5.83,20200229,19,42716
42730,TE,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EO,80300,5.61,20200229,19,42715
42731,EL,PF_0010019_01,2020-02-29 21:00:00,"(2020, 9)",FG,EL,80300,2.85,20200229,19,42722
42732,TI,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EI,80300,14.75,20200229,20,42743
42733,HI,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EI,80300,92.31,20200229,20,42750
42734,PO,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,NT,80300,0.0,20200229,20,42749
42735,PL,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EL,80300,5.85,20200229,20,42748
42736,SO,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,NT,80300,300.0,20200229,20,42747
42737,SI,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,NT,80300,20.0,20200229,20,42746
42738,RP,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EO,80300,0.0,20200229,20,42745
42739,TE,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EO,80300,4.24,20200229,20,42742
42740,TL,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,NT,80300,90.0,20200229,20,42744
42741,WD,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EO,80300,7.0,20200229,20,42740
42742,PI,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,NT,80300,5.5,20200229,20,42734
42743,EL,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EL,80300,2.82,20200229,20,42735
42744,EO,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,NT,80300,0.0,20200229,20,42736
42745,HL,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,NT,80300,0.0,20200229,20,42733
42746,CI,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EI,80300,325.75,20200229,20,42738
42747,WS,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EO,80300,,20200229,20,42741
42748,EI,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,NT,80300,2.9,20200229,20,42739
42749,HE,PF_0010019_01,2020-02-29 22:00:00,"(2020, 9)",FG,EO,80300,92.0,20200229,20,42737
42750,EO,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,NT,80300,0.0,20200229,20,42761
42751,TL,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,NT,80300,90.0,20200229,20,42768
42752,PI,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,NT,80300,5.5,20200229,20,42767
42753,RP,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EO,80300,0.0,20200229,20,42766
42754,HI,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EI,80300,91.52,20200229,20,42765
42755,PO,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,NT,80300,0.0,20200229,20,42764
42756,EL,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EL,80300,2.79,20200229,20,42763
42757,WD,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EO,80300,6.2,20200229,20,42762
42758,TI,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EI,80300,15.12,20200229,20,42760
42759,PL,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EL,80300,5.86,20200229,20,42759
42760,TE,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EO,80300,3.98,20200229,20,42758
42761,EI,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,NT,80300,2.9,20200229,20,42757
42762,SI,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,NT,80300,20.0,20200229,20,42756
42763,WS,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EO,80300,0.77,20200229,20,42755
42764,CI,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EI,80300,344.0,20200229,20,42754
42765,SO,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,NT,80300,300.0,20200229,20,42753
42766,HL,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,NT,80300,0.0,20200229,20,42752
42767,HE,PF_0010019_01,2020-02-29 23:00:00,"(2020, 9)",FG,EO,80300,92.2,20200229,20,42751
42768,EO,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42785
42769,PL,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EL,80300,5.87,20200301,20,42784
42770,WS,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EO,80300,1.24,20200301,20,42783
42771,HE,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EO,80300,92.35,20200301,20,42782
42772,EL,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EL,80300,2.77,20200301,20,42781
42773,TE,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EO,80300,3.66,20200301,20,42780
42774,SI,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,20,42779
42775,EI,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,20,42778
42776,HI,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EI,80300,92.38,20200301,20,42786
42777,PO,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42776
42778,SO,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,20,42769
42779,WD,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EO,80300,3.3,20200301,20,42770
42780,HL,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42771
42781,TI,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EI,80300,14.51,20200301,20,42777
42782,RP,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,20,42773
42783,PI,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,20,42774
42784,TL,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,20,42775
42785,CI,PF_0010019_01,2020-03-01 00:00:00,"(2020, 9)",FG,EI,80300,361.9,20200301,20,42772
42786,SI,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,19,42797
42787,PI,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,19,42803
42788,WD,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EO,80300,3.26,20200301,19,42802
42789,WS,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EO,80300,1.49,20200301,19,42801
42790,TE,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EO,80300,3.64,20200301,19,42800
42791,TI,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EI,80300,14.93,20200301,19,42799
42792,TL,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,19,42798
42793,SO,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,19,42796
42794,HL,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42804
42795,HE,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EO,80300,92.21,20200301,19,42794
42796,HI,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EI,80300,91.88,20200301,19,42787
42797,RP,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,19,42788
42798,PO,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42789
42799,EO,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42795
42800,EL,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EL,80300,2.76,20200301,19,42791
42801,EI,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,19,42792
42802,CI,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EI,80300,377.05,20200301,19,42793
42803,PL,PF_0010019_01,2020-03-01 01:00:00,"(2020, 9)",FG,EL,80300,5.88,20200301,19,42790
42804,SI,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,20,42814
42805,RP,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,20,42821
42806,TI,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EI,80300,14.91,20200301,20,42820
42807,HL,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42819
42808,PO,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42818
42809,HE,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EO,80300,92.0,20200301,20,42817
42810,PI,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,20,42816
42811,PL,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EL,80300,5.89,20200301,20,42815
42812,TL,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,20,42822
42813,WD,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EO,80300,4.0,20200301,20,42813
42814,CI,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EI,80300,390.2,20200301,20,42811
42815,TE,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EO,80300,3.24,20200301,20,42810
42816,EO,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42809
42817,EI,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,20,42808
42818,WS,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EO,80300,1.08,20200301,20,42807
42819,HI,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EI,80300,91.27,20200301,20,42806
42820,EL,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,EL,80300,2.75,20200301,20,42805
42821,SO,PF_0010019_01,2020-03-01 02:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,20,42812
42822,PI,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,20,42833
42823,SO,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,20,42840
42824,SI,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,20,42839
42825,TL,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,20,42838
42826,TI,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EI,80300,14.44,20200301,20,42837
42827,TE,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EO,80300,2.18,20200301,20,42836
42828,WS,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EO,80300,1.31,20200301,20,42835
42829,HL,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42832
42830,WD,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EO,80300,4.0,20200301,20,42834
42831,RP,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,20,42830
42832,EO,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42823
42833,HE,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EO,80300,93.35,20200301,20,42824
42834,CI,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EI,80300,404.1,20200301,20,42825
42835,EI,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,20,42826
42836,HI,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EI,80300,92.32,20200301,20,42831
42837,PL,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EL,80300,5.89,20200301,20,42828
42838,EL,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,EL,80300,2.74,20200301,20,42827
42839,PO,PF_0010019_01,2020-03-01 03:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42829
42840,HE,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EO,80300,93.0,20200301,19,42858
42841,TL,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,19,42857
42842,TI,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EI,80300,15.36,20200301,19,42856
42843,TE,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EO,80300,2.76,20200301,19,42855
42844,WS,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EO,80300,1.1,20200301,19,42854
42845,WD,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EO,80300,3.84,20200301,19,42853
42846,HL,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42851
42847,HI,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EI,80300,91.65,20200301,19,42850
42848,PI,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,19,42852
42849,PO,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42848
42850,RP,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,19,42849
42851,SI,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,19,42842
42852,CI,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EI,80300,417.47,20200301,19,42843
42853,EI,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,19,42844
42854,EO,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42841
42855,SO,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,19,42846
42856,PL,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EL,80300,5.9,20200301,19,42847
42857,EL,PF_0010019_01,2020-03-01 04:00:00,"(2020, 9)",FG,EL,80300,2.74,20200301,19,42845
42858,HL,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42869
42859,TL,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,20,42875
42860,TI,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EI,80300,15.38,20200301,20,42874
42861,TE,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EO,80300,3.66,20200301,20,42873
42862,WS,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EO,80300,1.01,20200301,20,42872
42863,WD,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EO,80300,3.0,20200301,20,42871
42864,PI,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,20,42870
42865,HI,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EI,80300,92.45,20200301,20,42868
42866,HE,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EO,80300,92.3,20200301,20,42876
42867,PO,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42866
42868,EO,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42859
42869,SI,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,20,42860
42870,CI,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EI,80300,426.2,20200301,20,42861
42871,RP,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,20,42867
42872,EL,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EL,80300,2.73,20200301,20,42863
42873,SO,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,20,42864
42874,PL,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,EL,80300,5.89,20200301,20,42865
42875,EI,PF_0010019_01,2020-03-01 05:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,20,42862
42876,HL,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42887
42877,TL,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,20,42893
42878,TI,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EI,80300,15.45,20200301,20,42892
42879,TE,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EO,80300,4.76,20200301,20,42891
42880,WS,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EO,80300,1.0,20200301,20,42890
42881,WD,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EO,80300,3.0,20200301,20,42889
42882,PI,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,20,42888
42883,HI,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EI,80300,92.88,20200301,20,42886
42884,HE,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EO,80300,92.0,20200301,20,42894
42885,PO,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42884
42886,RP,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,20,42885
42887,EO,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42877
42888,SI,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,20,42878
42889,CI,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EI,80300,441.8,20200301,20,42879
42890,EL,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EL,80300,2.74,20200301,20,42881
42891,SO,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,20,42882
42892,EI,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,20,42880
42893,PL,PF_0010019_01,2020-03-01 06:00:00,"(2020, 9)",FG,EL,80300,5.89,20200301,20,42883
42894,PI,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,19,42906
42895,HE,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EO,80300,92.0,20200301,19,42912
42896,TL,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,19,42911
42897,TI,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EI,80300,16.67,20200301,19,42910
42898,TE,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EO,80300,5.3,20200301,19,42909
42899,WS,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EO,80300,0.98,20200301,19,42908
42900,WD,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EO,80300,3.0,20200301,19,42907
42901,HL,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42905
42902,HI,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EI,80300,92.57,20200301,19,42904
42903,RP,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,19,42903
42904,PL,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EL,80300,5.89,20200301,19,42901
42905,SO,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,19,42900
42906,EL,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EL,80300,2.74,20200301,19,42899
42907,EI,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,19,42898
42908,CI,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,EI,80300,457.21,20200301,19,42897
42909,SI,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,19,42896
42910,EO,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42895
42911,PO,PF_0010019_01,2020-03-01 07:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42902
42912,HI,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EI,80300,92.81,20200301,20,42923
42913,HL,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42924
42914,WD,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EO,80300,3.0,20200301,20,42925
42915,TL,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,20,42929
42916,TE,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EO,80300,5.66,20200301,20,42927
42917,TI,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EI,80300,17.05,20200301,20,42928
42918,RP,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,20,42922
42919,WS,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EO,80300,1.3,20200301,20,42926
42920,EO,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42930
42921,PO,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42921
42922,SO,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,20,42919
42923,EL,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EL,80300,2.75,20200301,20,42918
42924,EI,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,20,42917
42925,CI,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EI,80300,506.35,20200301,20,42916
42926,HE,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EO,80300,92.0,20200301,20,42915
42927,SI,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,20,42914
42928,PI,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,20,42913
42929,PL,PF_0010019_01,2020-03-01 08:00:00,"(2020, 9)",FG,EL,80300,5.89,20200301,20,42920
42930,HL,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42942
42931,WD,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EO,80300,3.0,20200301,20,42943
42932,WS,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EO,80300,1.51,20200301,20,42944
42933,EO,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42948
42934,TI,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EI,80300,17.43,20200301,20,42946
42935,TL,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,NT,80300,90.0,20200301,20,42947
42936,HI,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EI,80300,92.48,20200301,20,42941
42937,TE,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EO,80300,6.68,20200301,20,42945
42938,RP,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,20,42940
42939,PO,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,20,42939
42940,PL,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EL,80300,5.62,20200301,20,42938
42941,SO,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,NT,80300,300.0,20200301,20,42937
42942,EL,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EL,80300,2.88,20200301,20,42936
42943,EI,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,NT,80300,2.9,20200301,20,42935
42944,CI,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EI,80300,532.55,20200301,20,42934
42945,HE,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,EO,80300,91.05,20200301,20,42933
42946,SI,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,NT,80300,20.0,20200301,20,42932
42947,PI,PF_0010019_01,2020-03-01 09:00:00,"(2020, 9)",FG,NT,80300,5.5,20200301,20,42931
42948,HL,PF_0010019_01,2020-03-01 10:00:00,"(2020, 9)",FG,NT,80300,0.0,20200301,19,42965
42949,HI,PF_0010019_01,2020-03-01 10:00:00,"(2020, 9)",FG,EI,80300,92.33,20200301,19,42964
42950,RP,PF_0010019_01,2020-03-01 10:00:00,"(2020, 9)",FG,EO,80300,0.0,20200301,19,42963
